     yr     mth    dy        x              y             z     
    2004     2     29        7.7927         4.1959      -0.58785
    2004     3      1        7.7927         4.1959      -0.58785
    2004     3      2        7.7927         4.1959      -0.58785
    2004     3      3        7.7927         4.1959      -0.58785
    2004     3      4        7.7941         4.2143      -0.58851
    2004     3      5        7.7941         4.2143      -0.58851
    2004     3      6        7.7941         4.2143      -0.58851
    2004     3      7        7.7941         4.2143      -0.58851
    2004     3      8        7.7941         4.2143      -0.58851
    2004     3      9        7.7941         4.2143      -0.58851
    2004     3     10        7.7867         4.2279      -0.58851
    2004     3     11        7.7955         4.2326      -0.58917
    2004     3     12        7.7955         4.2326      -0.58917
    2004     3     13        7.7955         4.2326      -0.58917
    2004     3     14        7.7955         4.2326      -0.58917
    2004     3     15        7.7881         4.2462      -0.58917
    2004     3     16        7.7881         4.2462      -0.58917
    2004     3     17        7.7881         4.2462      -0.58917
    2004     3     18        7.7969          4.251      -0.58984
    2004     3     19        7.7969          4.251      -0.58984
    2004     3     20        7.7894         4.2646      -0.58984
    2004     3     21        7.7894         4.2646      -0.58984
    2004     3     22        7.7894         4.2646      -0.58984
    2004     3     23        7.7894         4.2646      -0.58984
    2004     3     24        7.7894         4.2646      -0.58984
    2004     3     25        7.7907          4.283       -0.5905
    2004     3     26        7.7907          4.283       -0.5905
    2004     3     27        7.7907          4.283       -0.5905
    2004     3     28        7.7907          4.283       -0.5905
    2004     3     29        7.7907          4.283       -0.5905
    2004     3     30        7.7832         4.2966       -0.5905
    2004     3     31        7.7832         4.2966       -0.5905
    2004     4      1         7.792         4.3014      -0.59116
    2004     4      2         7.792         4.3014      -0.59116
    2004     4      3         7.792         4.3014      -0.59116
    2004     4      4         7.792         4.3014      -0.59116
    2004     4      5        7.7845          4.315      -0.59116
    2004     4      6        7.7845          4.315      -0.59116
    2004     4      7        7.7845          4.315      -0.59116
    2004     4      8        7.7932         4.3198      -0.59183
    2004     4      9        7.7932         4.3198      -0.59183
    2004     4     10        7.7856         4.3334      -0.59183
    2004     4     11        7.7856         4.3334      -0.59183
    2004     4     12        7.7847         4.3329      -0.60738
    2004     4     13        7.7847         4.3329      -0.60738
    2004     4     14        7.7847         4.3329      -0.60738
    2004     4     15        7.7859         4.3514      -0.60806
    2004     4     16        7.7859         4.3514      -0.60806
    2004     4     17        7.7859         4.3514      -0.60806
    2004     4     18        7.7859         4.3514      -0.60806
    2004     4     19        7.7859         4.3514      -0.60806
    2004     4     20        7.7782         4.3649      -0.60806
    2004     4     21        7.7782         4.3649      -0.60806
    2004     4     22        7.7782         4.3649      -0.60806
    2004     4     23        7.7869         4.3698      -0.60874
    2004     4     24        7.7869         4.3698      -0.60874
    2004     4     25        7.7869         4.3698      -0.60874
    2004     4     26        7.7793         4.3834      -0.60874
    2004     4     27        7.7793         4.3834      -0.60874
    2004     4     28        7.7793         4.3834      -0.60874
    2004     4     29        7.7793         4.3834      -0.60874
    2004     4     30         7.788         4.3883      -0.60942
    2004     5      1        7.7803         4.4019      -0.60942
    2004     5      2        7.7803         4.4019      -0.60942
    2004     5      3        7.7803         4.4019      -0.60942
    2004     5      4        7.7803         4.4019      -0.60942
    2004     5      5        7.7803         4.4019      -0.60942
    2004     5      6        7.7726         4.4155      -0.60942
    2004     5      7        7.7726         4.4155      -0.60942
    2004     5      8        7.7813         4.4204       -0.6101
    2004     5      9        7.7813         4.4204       -0.6101
    2004     5     10        7.7813         4.4204       -0.6101
    2004     5     11        7.7813         4.4204       -0.6101
    2004     5     12        7.7736          4.434       -0.6101
    2004     5     13        7.7736          4.434       -0.6101
    2004     5     14        7.7736          4.434       -0.6101
    2004     5     15        7.7736          4.434       -0.6101
    2004     5     16        7.7822         4.4389      -0.61078
    2004     5     17        7.7745         4.4525      -0.61078
    2004     5     18        7.7745         4.4525      -0.61078
    2004     5     19        7.7745         4.4525      -0.61078
    2004     5     20        7.7745         4.4525      -0.61078
    2004     5     21        7.7745         4.4525      -0.61078
    2004     5     22        7.7667         4.4661      -0.61078
    2004     5     23        7.7754          4.471      -0.61146
    2004     5     24        7.7754          4.471      -0.61146
    2004     5     25        7.7754          4.471      -0.61146
    2004     5     26        7.7754          4.471      -0.61146
    2004     5     27        7.7754          4.471      -0.61146
    2004     5     28        7.7675         4.4846      -0.61146
    2004     5     29        7.7675         4.4846      -0.61146
    2004     5     30        7.7675         4.4846      -0.61146
    2004     5     31        7.7762         4.4896      -0.61214
    2004     6      1        7.7762         4.4896      -0.61214
    2004     6      2        7.7683         4.5031      -0.61214
    2004     6      3        7.7683         4.5031      -0.61214
    2004     6      4        7.7683         4.5031      -0.61214
    2004     6      5        7.7674         4.5026      -0.62781
    2004     6      6        7.7674         4.5026      -0.62781
    2004     6      7        7.7674         4.5026      -0.62781
    2004     6      8        7.7681         4.5212      -0.62851
    2004     6      9        7.7681         4.5212      -0.62851
    2004     6     10        7.7681         4.5212      -0.62851
    2004     6     11        7.7681         4.5212      -0.62851
    2004     6     12        7.7681         4.5212      -0.62851
    2004     6     13        7.7681         4.5212      -0.62851
    2004     6     14        7.7602         4.5347      -0.62851
    2004     6     15        7.7602         4.5347      -0.62851
    2004     6     16        7.7689         4.5398       -0.6292
    2004     6     17        7.7689         4.5398       -0.6292
    2004     6     18        7.7689         4.5398       -0.6292
    2004     6     19        7.7689         4.5398       -0.6292
    2004     6     20        7.7609         4.5533       -0.6292
    2004     6     21        7.7609         4.5533       -0.6292
    2004     6     22        7.7609         4.5533       -0.6292
    2004     6     23        7.7695         4.5584       -0.6299
    2004     6     24        7.7695         4.5584       -0.6299
    2004     6     25        7.7695         4.5584       -0.6299
    2004     6     26        7.7616         4.5719       -0.6299
    2004     6     27        7.7616         4.5719       -0.6299
    2004     6     28        7.7616         4.5719       -0.6299
    2004     6     29        7.7616         4.5719       -0.6299
    2004     6     30        7.7702          4.577       -0.6306
    2004     7      1        7.7702          4.577       -0.6306

